Farmer_ID,Name,Age,Gender,Education_Level,Marital_Status,Household_Size,Offfarm_Income,Region,State,Has_Bank_Account,Owns_Smartphone,Uses_Mobile_Money
FARMER_01064,Frank Graham,68,Male,14,Married,3,445000,North Central,Kwara,Yes,No,No
FARMER_01065,Ivan Baxter,43,Male,12,Married,8,0,South West,Oyo,Yes,No,No
FARMER_01066,Peter Charles,49,Male,16,Divorced,5,289000,North West,Kaduna,Yes,No,No
FARMER_01067,Albert White,33,Male,16,Married,4,254000,North West,Kebbi,No,No,No
FARMER_01068,Daniel Reyes,19,Male,12,Single,2,138000,South East,Anambra,Yes,No,No
FARMER_01069,Michael Young,41,Male,6,Married,2,83000,North West,Jigawa,Yes,Yes,Yes
FARMER_01070,Chad Rodriguez,41,Male,6,Married,5,127000,North Central,Plateau,Yes,No,No
FARMER_01071,Madison Adkins,57,Female,12,Married,7,0,North East,Bauchi,Yes,No,No
FARMER_01072,Vincent Hall,42,Male,12,Widowed,1,0,North West,Zamfara,Yes,No,No
FARMER_01073,Teresa Jackson,45,Female,6,Married,2,0,South South,Delta,Yes,No,No
FARMER_01074,Susan Johnson,51,Female,0,Single,5,0,South West,Ogun,No,Yes,Yes
FARMER_01075,Selena Bennett,61,Female,9,Married,6,222000,South West,Oyo,No,Yes,Yes
FARMER_01076,Carolyn Rubio,58,Female,3,Single,4,0,South East,Abia,No,Yes,Yes
FARMER_01077,Anna Dominguez,25,Female,12,Single,2,219000,North West,Kaduna,No,Yes,Yes
FARMER_01078,Amanda Yang,25,Female,9,Single,4,125000,North Central,Kogi,No,Yes,Yes
FARMER_01079,Christina Robinson,49,Female,12,Single,3,230000,South South,Bayelsa,No,No,No
FARMER_01080,Tony Duncan,37,Male,0,Single,5,0,North Central,Niger,Yes,No,No
FARMER_01081,Darrell Carter,24,Male,14,Single,3,0,North Central,Niger,No,Yes,Yes
FARMER_01082,Jennifer Davis,61,Female,0,Widowed,1,44000,North Central,FCT,No,Yes,No
FARMER_01083,Lindsay Hobbs,26,Female,6,Single,3,128000,South South,Delta,Yes,Yes,Yes
FARMER_01084,Danielle Jones,22,Female,12,Single,1,0,South West,Ondo,Yes,Yes,Yes
FARMER_01085,Megan Thomas,63,Female,12,Married,2,230000,North East,Bauchi,No,Yes,Yes
FARMER_01086,Thomas Ramirez,53,Male,12,Married,9,112000,North East,Adamawa,Yes,No,No
FARMER_01087,Dr. Angela Williams DVM,51,Female,6,Married,5,0,South West,Ondo,No,Yes,Yes
FARMER_01088,Jason Jensen,22,Male,12,Married,3,0,North East,Bauchi,No,Yes,Yes
FARMER_01089,Kelly Foster,63,Female,3,Divorced,4,0,South South,Edo,Yes,Yes,Yes
FARMER_01090,Sarah Boyle,61,Female,0,Married,5,0,South East,Abia,No,No,No
FARMER_01091,Courtney Baldwin,48,Female,9,Married,7,290000,North East,Bauchi,No,No,No
FARMER_01092,Anne Perez,55,Female,6,Married,2,93000,North West,Kebbi,No,No,No
FARMER_01093,Michael Villarreal,49,Male,12,Divorced,2,0,South East,Anambra,No,No,No
FARMER_01094,Erica Dunn,36,Female,6,Married,6,55000,South West,Oyo,Yes,Yes,Yes
FARMER_01095,John Hernandez,50,Male,16,Married,2,0,South West,Osun,Yes,Yes,Yes
FARMER_01096,Adam Gonzalez,68,Male,12,Married,8,0,South East,Anambra,Yes,No,No
FARMER_01097,Kathleen Williams,21,Female,9,Single,3,254000,North East,Yobe,Yes,Yes,No
FARMER_01098,Rachel Franco,45,Female,0,Married,9,0,North West,Kaduna,Yes,Yes,No
FARMER_01099,Ashley Davis,53,Female,0,Married,6,0,South West,Oyo,Yes,No,No
FARMER_01100,Heather Watson,28,Female,9,Single,3,0,North West,Jigawa,Yes,Yes,Yes
FARMER_01101,Amy Lawson,54,Female,12,Married,8,187000,North West,Zamfara,Yes,Yes,Yes
FARMER_01102,Jordan Lara,66,Male,16,Married,8,0,South West,Lagos,No,Yes,Yes
FARMER_01103,Brittany Greene,66,Female,12,Married,6,132000,North West,Kebbi,No,Yes,Yes
FARMER_01104,Jacob Vargas,68,Male,12,Married,5,0,South West,Lagos,Yes,Yes,No
FARMER_01105,Michelle Owens,31,Female,0,Married,5,0,North West,Sokoto,No,No,No
FARMER_01106,Angela Sanders,20,Female,12,Married,3,0,North West,Jigawa,Yes,No,No
FARMER_01107,Adrian Smith,51,Male,14,Married,4,252000,North West,Jigawa,Yes,Yes,No
FARMER_01108,Cody Patterson,29,Male,14,Married,6,0,South South,Bayelsa,No,Yes,Yes
FARMER_01109,Victoria Norris,25,Female,12,Married,4,0,South South,Akwa Ibom,Yes,No,No
FARMER_01110,Carlos Porter,35,Male,3,Married,4,0,North East,Adamawa,No,Yes,Yes
FARMER_01111,Sarah Lawson,65,Female,12,Single,5,229000,North East,Adamawa,Yes,Yes,Yes
FARMER_01112,Brianna Atkins,61,Female,18,Married,8,363000,North West,Zamfara,No,No,No
FARMER_01113,Catherine Campbell,22,Female,9,Single,1,0,South East,Anambra,Yes,No,No
FARMER_01114,Scott Tapia,20,Male,14,Married,3,347000,South West,Ondo,Yes,Yes,Yes
FARMER_01115,Robert Fuller,53,Male,6,Married,5,0,North Central,Niger,No,No,No
FARMER_01116,Chad Turner,39,Male,9,Widowed,1,0,North East,Bauchi,No,No,No
FARMER_01117,Cassandra Cross,64,Female,6,Married,10,0,North East,Borno,No,No,No
FARMER_01118,Chad Love,22,Male,14,Single,2,0,South West,Oyo,Yes,Yes,Yes
FARMER_01119,Laura Hardy,65,Female,3,Married,5,76000,North East,Gombe,Yes,Yes,Yes
FARMER_01120,Chad Hays,34,Male,6,Married,2,58000,North West,Jigawa,Yes,Yes,Yes
FARMER_01121,Tyler Reid,30,Male,12,Married,6,0,South South,Edo,Yes,Yes,Yes
FARMER_01122,Wayne Watkins,30,Male,3,Married,2,0,South West,Ekiti,Yes,Yes,Yes
FARMER_01123,Matthew Gutierrez,48,Male,14,Married,9,0,North West,Zamfara,Yes,Yes,Yes
FARMER_01124,Jeffrey Rios,67,Male,16,Married,9,0,North East,Taraba,Yes,Yes,Yes
FARMER_01125,Michael Morgan,19,Male,12,Single,2,117000,North East,Bauchi,No,No,No
FARMER_01126,Joshua Reynolds,66,Male,12,Married,7,0,South East,Imo,Yes,No,No
FARMER_01127,John Brown,41,Male,12,Married,7,0,South West,Ogun,Yes,No,No
FARMER_01128,Jeremy Doyle,70,Male,6,Married,3,0,South West,Ondo,No,No,No
FARMER_01129,Sandra Lopez,29,Female,16,Single,4,303000,North West,Kebbi,Yes,Yes,Yes
FARMER_01130,Robert Rivera,30,Male,6,Married,7,79000,South West,Lagos,Yes,Yes,Yes
FARMER_01131,Courtney Hunter,56,Female,9,Married,2,0,North East,Borno,Yes,No,No
FARMER_01132,Tabitha Martinez,62,Female,3,Widowed,1,0,South South,Bayelsa,No,Yes,No
FARMER_01133,Kimberly Thomas,42,Female,12,Divorced,6,0,South West,Ekiti,No,No,No
FARMER_01134,Heather Barnes,55,Female,6,Married,3,89000,South South,Rivers,Yes,Yes,Yes
FARMER_01135,Kerry Wright,35,Male,6,Widowed,5,62000,North West,Jigawa,Yes,Yes,Yes
FARMER_01136,Stephanie Montoya,57,Female,12,Married,8,0,South South,Bayelsa,No,Yes,Yes
FARMER_01137,Lauren Hernandez,54,Female,6,Married,5,77000,South East,Imo,No,No,No
FARMER_01138,Lisa Burke,57,Female,9,Single,1,0,South East,Enugu,Yes,No,No
FARMER_01139,Kaitlyn Ortiz MD,54,Female,0,Married,3,29000,North West,Katsina,Yes,No,No
FARMER_01140,Virginia Farmer,52,Female,14,Married,9,0,North West,Sokoto,Yes,No,No
FARMER_01141,Michelle Norris,60,Female,0,Married,7,0,South West,Oyo,Yes,Yes,Yes
FARMER_01142,April Barber,18,Female,12,Single,1,154000,South East,Enugu,No,No,No
FARMER_01143,Kenneth Morgan,31,Male,0,Married,2,0,North West,Sokoto,Yes,No,No
FARMER_01144,Jennifer Torres,19,Female,12,Single,2,164000,North Central,Nasarawa,No,Yes,Yes
FARMER_01145,Mary Phillips,34,Female,6,Married,6,65000,North West,Jigawa,No,No,No
FARMER_01146,Melissa Knox,19,Female,12,Single,1,184000,South South,Cross River,No,No,No
FARMER_01147,Melinda Owen MD,69,Female,0,Widowed,2,50000,South East,Enugu,Yes,No,No
FARMER_01148,Zachary Adams,52,Male,12,Married,9,169000,North Central,Niger,Yes,No,No
FARMER_01149,Kimberly Valdez,51,Female,9,Widowed,3,254000,North East,Yobe,Yes,Yes,Yes
FARMER_01150,Shawna Orozco,52,Female,14,Single,2,0,North West,Sokoto,Yes,Yes,No
FARMER_01151,Mr. Justin Jordan,46,Male,0,Married,2,0,North East,Yobe,Yes,No,No
FARMER_01152,Alyssa Miller,61,Female,0,Married,8,61000,South East,Imo,No,No,No
FARMER_01153,Jasmine Carney,59,Female,12,Married,5,256000,North West,Kano,Yes,Yes,No
FARMER_01154,Cory Burke,54,Male,6,Married,10,150000,North East,Taraba,Yes,No,No
FARMER_01155,Gene Krause,58,Male,9,Married,8,0,North West,Zamfara,No,Yes,Yes
FARMER_01156,Eric Wolf,63,Male,14,Married,8,0,North Central,Niger,Yes,Yes,No
FARMER_01157,Kimberly Johnson,37,Female,9,Married,6,0,North East,Borno,Yes,Yes,Yes
FARMER_01158,Paul Brewer,59,Male,0,Single,4,0,North Central,FCT,No,No,No
FARMER_01159,John Olson,34,Male,12,Married,4,0,North West,Kano,Yes,No,No
FARMER_01160,Jared Hudson,18,Male,12,Single,2,0,South West,Oyo,Yes,Yes,Yes
FARMER_01161,Robert Bradford,39,Male,6,Married,5,108000,North East,Yobe,Yes,No,No
FARMER_01162,Tracy Price,53,Female,6,Single,2,0,South South,Bayelsa,Yes,No,No
FARMER_01163,Mr. Scott Johnson,49,Male,18,Divorced,5,0,North East,Adamawa,Yes,No,No
FARMER_01164,Wesley Rosales,53,Male,0,Married,4,34000,North West,Kano,No,No,No
FARMER_01165,Nancy Dodson,18,Female,12,Single,3,139000,North West,Kebbi,No,No,No
FARMER_01166,Eric Hensley,51,Male,12,Married,10,0,North East,Gombe,Yes,Yes,Yes
FARMER_01167,Donald Preston,39,Male,14,Married,6,217000,North East,Yobe,No,No,No
FARMER_01168,Collin Hammond,36,Male,6,Divorced,5,0,South East,Abia,No,Yes,Yes
FARMER_01169,Christopher Sanchez,38,Male,9,Married,6,164000,North East,Bauchi,No,Yes,Yes
FARMER_01170,Matthew Johnson,38,Male,3,Divorced,6,0,South South,Edo,Yes,Yes,Yes
FARMER_01171,Philip Harris,35,Male,3,Married,2,150000,North Central,Nasarawa,No,Yes,No
FARMER_01172,Cathy Sanders,52,Female,0,Single,2,0,South East,Imo,Yes,No,No
FARMER_01173,Kenneth Mitchell,60,Male,3,Married,7,101000,North West,Zamfara,Yes,No,No
FARMER_01174,Billy Moody,41,Male,0,Divorced,1,59000,North Central,Niger,Yes,Yes,Yes
FARMER_01175,Bryan Estrada,65,Male,6,Married,3,0,South South,Bayelsa,No,No,No
FARMER_01176,Robert Mason,66,Male,12,Widowed,1,0,South South,Rivers,No,Yes,Yes
FARMER_01177,Lisa Jefferson,69,Female,12,Widowed,2,0,South South,Edo,No,Yes,Yes
FARMER_01178,Andrew Baker,20,Male,14,Single,1,499000,South South,Edo,Yes,Yes,No
FARMER_01179,Brianna Carlson,41,Female,0,Married,4,70000,South South,Cross River,Yes,No,No
FARMER_01180,Gerald Bradford,42,Male,12,Married,2,0,North Central,Kogi,No,No,No
FARMER_01181,Cassandra Smith,37,Female,0,Married,4,39000,North West,Kebbi,No,No,No
FARMER_01182,Charles Davis,44,Male,12,Single,3,294000,North East,Bauchi,No,Yes,No
FARMER_01183,Tiffany Smith,56,Female,16,Married,10,0,North East,Adamawa,Yes,Yes,Yes
FARMER_01184,Tony Downs,18,Male,0,Single,3,0,North West,Kebbi,Yes,Yes,No
FARMER_01185,James Turner,34,Male,12,Married,4,179000,South West,Ogun,No,Yes,Yes
FARMER_01186,James Ellis,24,Male,16,Married,4,0,South East,Imo,No,No,No
FARMER_01187,Debra Thompson,55,Female,12,Divorced,3,0,North West,Katsina,No,No,No
FARMER_01188,Eric Faulkner,50,Male,12,Single,2,252000,North Central,Kwara,Yes,Yes,Yes
FARMER_01189,Michelle Randall,53,Female,0,Married,2,0,South South,Edo,No,No,No
FARMER_01190,Justin Lewis,67,Male,14,Married,8,192000,South East,Abia,No,No,No
FARMER_01191,Allen Rogers,59,Male,14,Married,2,0,South East,Imo,No,Yes,No
FARMER_01192,Sandra Washington,31,Female,9,Widowed,1,227000,South East,Abia,Yes,No,No
FARMER_01193,Christopher Williams,45,Male,0,Married,9,0,South West,Osun,Yes,Yes,Yes
FARMER_01194,Mrs. Samantha Kent,46,Female,6,Widowed,1,0,South South,Edo,Yes,Yes,Yes
FARMER_01195,Larry Ayala,29,Male,0,Single,5,49000,North Central,Kogi,Yes,Yes,Yes
FARMER_01196,Bryan Harvey,41,Male,12,Married,7,228000,South South,Akwa Ibom,No,Yes,Yes
FARMER_01197,Carol Allen,51,Female,16,Single,1,0,North East,Gombe,No,Yes,No
FARMER_01198,Alyssa Patterson,48,Female,12,Married,8,0,South East,Enugu,Yes,Yes,Yes
FARMER_01199,Eric Palmer,48,Male,0,Married,6,0,North Central,Niger,Yes,Yes,Yes
FARMER_01200,Joseph Williams,26,Male,3,Widowed,1,61000,South West,Ekiti,Yes,No,No
FARMER_01201,Lisa Hall,40,Female,3,Married,4,55000,North West,Jigawa,Yes,Yes,No
FARMER_01202,Kathryn Chaney,59,Female,3,Married,9,0,South East,Imo,Yes,Yes,No
FARMER_01203,Patrick Pham,24,Male,9,Married,2,0,North East,Yobe,Yes,No,No
FARMER_01204,Sharon Smith,26,Female,6,Married,6,54000,South West,Oyo,Yes,No,No
FARMER_01205,Jeffrey Taylor,70,Male,16,Married,7,0,South South,Edo,No,No,No
FARMER_01206,Shelley Hodge,40,Female,18,Widowed,3,418000,South South,Edo,No,Yes,Yes
FARMER_01207,Susan Williams,31,Female,6,Married,3,0,North Central,Plateau,No,Yes,No
FARMER_01208,Michael Diaz,52,Male,0,Married,5,0,South South,Cross River,No,Yes,No
FARMER_01209,Peter Sanders,42,Male,16,Single,1,515000,North West,Kaduna,No,Yes,Yes
FARMER_01210,Anna Lopez,24,Female,14,Widowed,5,0,South East,Anambra,No,Yes,Yes
FARMER_01211,Erin King,31,Female,0,Married,3,0,South West,Lagos,No,No,No
FARMER_01212,Joseph Pacheco,62,Male,14,Married,9,319000,North West,Zamfara,No,Yes,Yes
FARMER_01213,Angela Farrell,43,Female,6,Single,3,148000,North Central,Kogi,No,No,No
FARMER_01214,Kevin Carroll,31,Male,0,Married,6,0,South West,Ogun,Yes,No,No
FARMER_01215,Isaac Rice,67,Male,12,Married,10,0,South East,Abia,No,No,No
FARMER_01216,Heather Coleman,61,Female,14,Married,8,0,South West,Ogun,No,No,No
FARMER_01217,Kaitlyn Robinson,24,Female,6,Single,1,101000,South South,Rivers,Yes,No,No
FARMER_01218,Heather Sanchez,40,Female,16,Married,3,293000,North West,Zamfara,Yes,Yes,No
FARMER_01219,Dr. Melissa Howell,33,Female,0,Married,4,0,North East,Taraba,No,No,No
FARMER_01220,Karen Wilson,41,Female,12,Married,4,0,North Central,Plateau,Yes,No,No
FARMER_01221,Joshua Jones,26,Male,0,Single,4,0,South East,Abia,No,Yes,No
FARMER_01222,Thomas Boyd,43,Male,12,Married,10,0,North West,Kano,No,No,No
FARMER_01223,Donna Li,32,Female,12,Married,5,110000,North West,Katsina,Yes,Yes,No
FARMER_01224,Matthew Marshall,51,Male,6,Married,6,71000,North Central,Kogi,Yes,No,No
FARMER_01225,Mario Martin,24,Male,12,Married,3,125000,South East,Anambra,Yes,Yes,Yes
FARMER_01226,Russell King,43,Male,6,Married,4,0,North Central,Benue,No,Yes,Yes
FARMER_01227,Margaret Anderson,51,Female,3,Married,5,108000,North West,Jigawa,Yes,No,No
FARMER_01228,Shirley Ritter,19,Female,9,Single,1,0,South East,Enugu,Yes,Yes,Yes
FARMER_01229,James Jones,31,Male,0,Single,2,43000,South South,Delta,No,Yes,Yes
FARMER_01230,Christopher Gonzales,37,Male,6,Married,7,0,North Central,Plateau,Yes,Yes,No
FARMER_01231,Cynthia Johnson,31,Female,6,Divorced,2,95000,South South,Edo,No,Yes,Yes
FARMER_01232,Debbie Stephenson,68,Female,16,Married,9,413000,South East,Ebonyi,Yes,Yes,No
FARMER_01233,Jeffrey Yates,42,Male,9,Single,5,167000,South East,Anambra,Yes,Yes,Yes
FARMER_01234,Lisa Rodriguez,63,Female,14,Married,4,0,South West,Ogun,No,Yes,Yes
FARMER_01235,William Mccoy,34,Male,12,Married,7,129000,North West,Kaduna,No,Yes,Yes
FARMER_01236,Alec Turner,24,Male,14,Single,3,0,North East,Bauchi,Yes,Yes,Yes
FARMER_01237,Brandon Hall,30,Male,9,Single,3,0,North Central,Kogi,No,No,No
FARMER_01238,Jason Watts,44,Male,6,Married,9,0,North West,Kaduna,No,Yes,Yes
FARMER_01239,William Dennis,38,Male,9,Married,3,0,North East,Adamawa,Yes,Yes,No
FARMER_01240,Jeffery Graham,39,Male,0,Married,4,31000,North West,Zamfara,Yes,No,No
FARMER_01241,Brandon Mcintosh,33,Male,6,Single,2,58000,South South,Rivers,No,Yes,Yes
FARMER_01242,Deanna Taylor MD,58,Female,6,Married,10,76000,North West,Jigawa,Yes,No,No
FARMER_01243,David Castillo,58,Male,9,Single,2,232000,South East,Anambra,No,Yes,Yes
FARMER_01244,Melanie Thornton,50,Female,9,Married,4,243000,North West,Kaduna,Yes,No,No
FARMER_01245,Angela Meyer,52,Female,3,Divorced,5,0,South West,Oyo,No,Yes,Yes
FARMER_01246,Ryan Stone,37,Male,16,Married,7,0,South South,Rivers,No,Yes,No
FARMER_01247,Scott Hanson,23,Male,12,Single,3,0,South South,Akwa Ibom,Yes,No,No
FARMER_01248,Jonathon Bailey,23,Male,0,Married,2,64000,North West,Jigawa,No,No,No
FARMER_01249,Joe Clark,52,Male,0,Widowed,5,0,North Central,Niger,No,No,No
FARMER_01250,Steven Ryan,19,Male,6,Single,3,73000,North Central,Plateau,No,No,No
FARMER_01251,Robert Barnes,70,Male,16,Married,2,0,North West,Katsina,Yes,Yes,Yes
FARMER_01252,Bianca Obrien,32,Female,0,Married,2,0,South West,Oyo,Yes,Yes,No
FARMER_01253,Brian Wright,56,Male,9,Married,6,0,North East,Bauchi,No,Yes,No
FARMER_01254,Lisa Moore,56,Female,16,Widowed,1,380000,South East,Abia,Yes,Yes,No
FARMER_01255,Danielle White,24,Female,6,Married,2,0,South East,Ebonyi,Yes,No,No
FARMER_01256,Karen Taylor,55,Female,3,Married,7,105000,North Central,Plateau,No,Yes,Yes
FARMER_01257,Diana Santos,56,Female,12,Married,9,0,North West,Kaduna,Yes,No,No
FARMER_01258,Julie Lewis,38,Female,0,Married,2,69000,South East,Anambra,Yes,Yes,No
FARMER_01259,Alexis Phillips,55,Female,9,Married,9,0,South West,Ogun,Yes,No,No
FARMER_01260,Nicole Carter,55,Female,9,Married,9,152000,North West,Jigawa,No,No,No
FARMER_01261,Kelsey Howard MD,28,Female,0,Married,2,0,North Central,Benue,Yes,Yes,No
FARMER_01262,Justin Grant,67,Male,6,Married,7,0,South South,Akwa Ibom,No,No,No
FARMER_01263,Barbara Hernandez,21,Female,12,Married,2,261000,South South,Bayelsa,Yes,Yes,No
FARMER_01264,Joseph Kane,35,Male,6,Married,5,122000,North Central,Kogi,No,Yes,Yes
FARMER_01265,Cassandra Soto,60,Female,12,Married,7,269000,South East,Anambra,Yes,Yes,No
FARMER_01266,Angela Chaney,37,Female,6,Single,5,0,North East,Adamawa,Yes,No,No
FARMER_01267,Kenneth Edwards,27,Male,6,Married,6,0,South East,Enugu,No,Yes,Yes
FARMER_01268,Jody Smith,35,Female,14,Married,6,0,North West,Sokoto,Yes,No,No
FARMER_01269,Ryan Richardson,58,Male,3,Divorced,5,0,South East,Enugu,Yes,Yes,No
FARMER_01270,Colton Harvey,65,Male,16,Married,4,492000,South West,Lagos,Yes,No,No
FARMER_01271,Maria Brown,54,Female,6,Married,3,86000,South East,Anambra,No,No,No
FARMER_01272,Alexander Johnson,48,Male,9,Widowed,4,0,South South,Bayelsa,No,Yes,No
FARMER_01273,Erin Todd,32,Female,0,Single,4,0,North West,Zamfara,No,Yes,Yes
FARMER_01274,Cameron Mcdonald,28,Male,6,Widowed,3,95000,North Central,Nasarawa,No,Yes,Yes
FARMER_01275,Edward Allen,43,Male,12,Married,10,0,North East,Gombe,Yes,Yes,Yes
FARMER_01276,Sherry Bass,33,Female,9,Married,4,0,North East,Gombe,Yes,Yes,Yes
FARMER_01277,Teresa Jones,46,Female,16,Married,4,0,North East,Gombe,Yes,Yes,Yes
FARMER_01278,Carolyn Galvan,59,Female,0,Single,5,0,North Central,Kwara,Yes,Yes,No
FARMER_01279,John Barnes,35,Male,0,Single,1,0,South South,Akwa Ibom,No,No,No
FARMER_01280,Debra Wyatt,70,Female,6,Single,5,0,South East,Anambra,Yes,Yes,Yes
FARMER_01281,Timothy Jefferson,65,Male,0,Widowed,1,0,North East,Yobe,No,No,No
FARMER_01282,Morgan Riley,54,Female,3,Married,7,0,North Central,Nasarawa,Yes,Yes,Yes
FARMER_01283,Mary Scott,47,Female,12,Widowed,1,0,South East,Ebonyi,Yes,No,No
FARMER_01284,Shelley Wheeler,64,Female,3,Married,4,125000,North West,Zamfara,Yes,No,No
FARMER_01285,Bethany Phillips,62,Female,0,Married,4,0,South East,Enugu,No,Yes,No
FARMER_01286,Maureen Richard,31,Female,6,Married,3,0,North East,Taraba,Yes,No,No
FARMER_01287,Philip Watson,67,Male,12,Divorced,2,149000,North West,Kaduna,Yes,Yes,Yes
FARMER_01288,Crystal Bishop,34,Female,3,Single,4,0,South South,Cross River,No,No,No
FARMER_01289,Jennifer King,44,Female,6,Married,10,0,North West,Kebbi,No,No,No
FARMER_01290,Teresa Hernandez,46,Female,6,Married,8,0,South East,Enugu,Yes,Yes,Yes
FARMER_01291,Joseph Castro,49,Male,0,Widowed,6,0,North East,Bauchi,Yes,Yes,Yes
FARMER_01292,Erica Smith,40,Female,9,Married,4,132000,North Central,Plateau,Yes,Yes,Yes
FARMER_01293,Michael Harris,24,Male,0,Single,3,0,North West,Kebbi,Yes,Yes,Yes
FARMER_01294,Pamela Williams,50,Female,0,Married,10,41000,North West,Kaduna,Yes,No,No
FARMER_01295,William Miller,30,Male,6,Married,5,0,North Central,Nasarawa,Yes,Yes,No
FARMER_01296,Philip Doyle,21,Male,0,Single,3,0,South East,Abia,No,Yes,Yes
FARMER_01297,Connor Gregory,18,Male,9,Married,3,0,North West,Kebbi,No,Yes,Yes
FARMER_01298,Alexandra Campbell,45,Female,12,Married,8,122000,South East,Ebonyi,Yes,No,No
FARMER_01299,Patricia Barnes,62,Female,6,Married,4,135000,South South,Rivers,Yes,No,No
FARMER_01300,Eric Wagner,23,Male,9,Single,3,260000,South East,Imo,Yes,No,No
FARMER_01301,Susan Copeland,61,Female,6,Married,3,124000,North West,Zamfara,Yes,No,No
FARMER_01302,Casey Mitchell,45,Female,6,Widowed,6,134000,North West,Sokoto,No,Yes,No
FARMER_01303,Jason Taylor,42,Male,12,Married,7,208000,South East,Enugu,No,No,No
FARMER_01304,Michelle Phillips,66,Female,0,Married,5,0,South West,Ondo,Yes,Yes,Yes
FARMER_01305,Michele Lambert,43,Female,0,Married,9,0,South East,Enugu,Yes,Yes,Yes
FARMER_01306,Jared Butler,67,Male,0,Married,3,0,North Central,Kogi,No,No,No
FARMER_01307,Jessica Jones,52,Female,12,Married,5,174000,South West,Osun,Yes,No,No
FARMER_01308,Yesenia Floyd,52,Female,12,Married,6,0,South West,Ekiti,No,Yes,No
FARMER_01309,Rose Hubbard,38,Female,16,Married,5,275000,North Central,FCT,Yes,No,No
FARMER_01310,Austin Jordan,40,Male,16,Married,8,0,North Central,Benue,No,Yes,Yes
FARMER_01311,Brittany Schwartz,57,Female,0,Married,4,0,South South,Delta,Yes,No,No
FARMER_01312,Christopher Howell,49,Male,6,Married,10,111000,North East,Yobe,No,No,No
FARMER_01313,Frederick Liu,35,Male,6,Married,7,122000,South South,Rivers,Yes,Yes,Yes
FARMER_01314,Jason Palmer,38,Male,3,Married,6,109000,South East,Abia,Yes,Yes,No
FARMER_01315,Alexander Gonzalez,31,Male,0,Married,6,0,North West,Katsina,Yes,Yes,Yes
FARMER_01316,Arthur Wood,36,Male,12,Married,2,265000,North East,Adamawa,No,No,No
FARMER_01317,Daniel Johnson,21,Male,12,Married,2,0,South East,Anambra,Yes,No,No
FARMER_01318,Tiffany Sullivan,47,Female,9,Single,4,145000,South East,Anambra,No,Yes,Yes
FARMER_01319,Michelle Jensen,45,Female,6,Widowed,2,0,North Central,Plateau,Yes,No,No
FARMER_01320,Andre Cowan,68,Male,16,Married,2,0,North East,Yobe,Yes,No,No
FARMER_01321,Megan Palmer,53,Female,16,Married,5,0,North West,Kebbi,Yes,Yes,No
FARMER_01322,Helen Mitchell,25,Female,3,Married,6,0,North Central,Kogi,Yes,Yes,Yes
FARMER_01323,Amber Johnson,35,Female,16,Married,3,0,North West,Zamfara,Yes,Yes,Yes
FARMER_01324,Sherri Patrick,28,Female,9,Married,4,296000,North Central,FCT,No,Yes,No
FARMER_01325,Debbie Turner,46,Female,0,Married,9,56000,North Central,Benue,No,Yes,Yes
FARMER_01326,Ryan Robbins,34,Male,0,Married,2,0,South East,Anambra,No,No,No
FARMER_01327,Logan Brewer,35,Male,12,Single,3,198000,North East,Bauchi,Yes,Yes,Yes
FARMER_01328,Theresa Estrada,22,Female,14,Single,1,0,South East,Ebonyi,No,No,No
FARMER_01329,Rachael Suarez,27,Female,14,Single,1,257000,South East,Enugu,Yes,Yes,Yes
FARMER_01330,Kristin Diaz,47,Female,14,Married,3,420000,North East,Borno,No,Yes,Yes
FARMER_01331,Douglas Nixon,57,Male,9,Married,6,281000,North Central,FCT,Yes,Yes,Yes
FARMER_01332,Tracy Nelson,70,Female,3,Married,7,0,South West,Oyo,Yes,Yes,No
FARMER_01333,Daniel Fry,52,Male,18,Married,3,0,North Central,Plateau,No,Yes,Yes
FARMER_01334,James Reed,44,Male,0,Married,5,0,North Central,Benue,Yes,Yes,Yes
FARMER_01335,Laura Kelley,39,Female,0,Widowed,5,0,South West,Ondo,No,Yes,Yes
FARMER_01336,Dustin Hendrix,59,Male,14,Married,6,0,South West,Oyo,Yes,Yes,Yes
FARMER_01337,Karen Hartman,52,Female,14,Divorced,3,206000,South East,Ebonyi,No,Yes,Yes
FARMER_01338,Brooke Garza,20,Female,12,Married,4,166000,North East,Taraba,Yes,Yes,Yes
FARMER_01339,Eric Fleming,38,Male,12,Married,2,172000,South East,Anambra,Yes,Yes,Yes
FARMER_01340,Henry Welch,50,Male,0,Single,5,33000,North Central,Nasarawa,Yes,No,No
FARMER_01341,Savannah Chan,33,Female,9,Single,4,280000,South East,Imo,Yes,Yes,Yes
FARMER_01342,April Pope,56,Female,9,Married,10,0,North West,Katsina,Yes,Yes,Yes
FARMER_01343,Andrew Valdez,39,Male,12,Married,3,251000,South South,Cross River,Yes,No,No
FARMER_01344,Fred Williams,43,Male,0,Married,5,0,North Central,FCT,Yes,Yes,Yes
FARMER_01345,Dustin Gillespie,58,Male,6,Married,5,129000,North East,Gombe,Yes,Yes,Yes
FARMER_01346,Cindy Williams,55,Female,18,Married,2,0,North West,Sokoto,No,No,No
FARMER_01347,Zachary Wilson,67,Male,3,Married,9,0,North East,Bauchi,Yes,Yes,Yes
FARMER_01348,Christopher Morgan,70,Male,3,Single,5,0,South South,Edo,Yes,No,No
FARMER_01349,Mitchell Smith,22,Male,0,Single,2,57000,North East,Borno,No,No,No
